pincode,centroid_x,centroid_y,lat_0_5,lon_0_5,lat_0_25,lon_0_25,lat_0_1,lon_0_1,stcode11,dtcode11,sdtcode11,stname,dtname,sdtname,subdt_lgd,dist_lgd,state_lgd,geometry
570029,76.70123296,12.31878235,12.5,76.5,12.25,76.75,12.3,76.7,29,577,05572,KARNATAKA,Mysuru,Mysuru,5572,545,29,POINT (76.70123296476952 12.318782354373331)
570030,76.60397383,12.32126366,12.5,76.5,12.25,76.5,12.3,76.6,29,577,05572,KARNATAKA,Mysuru,Mysuru,5572,545,29,POINT (76.60397383265374 12.321263659236765)
570031,76.64391756,12.25016728,12.5,76.5,12.25,76.75,12.3,76.6,29,577,05572,KARNATAKA,Mysuru,Mysuru,5572,545,29,POINT (76.64391756434985 12.250167280185522)
570032,76.58173852,12.32113075,12.5,76.5,12.25,76.5,12.3,76.6,29,577,05572,KARNATAKA,Mysuru,Mysuru,5572,545,29,POINT (76.58173851848701 12.321130745708082)
570033,76.60586773,12.27525162,12.5,76.5,12.25,76.5,12.3,76.6,29,577,05572,KARNATAKA,Mysuru,Mysuru,5572,545,29,POINT (76.60586773372691 12.275251615970303)
570034,76.62438263,12.27125024,12.5,76.5,12.25,76.5,12.3,76.6,29,577,05572,KARNATAKA,Mysuru,Mysuru,5572,545,29,POINT (76.62438262716029 12.271250235548408)
571101,76.86577217,12.34727638,12.5,77,12.25,76.75,12.3,76.9,29,577,05575,KARNATAKA,Mysuru,Tirumakudal - Narsipur,5575,545,29,POINT (76.86577217422804 12.34727638223841)
571102,76.08355138,12.46816417,12.5,76,12.5,76,12.5,76.1,29,577,05569,KARNATAKA,Mysuru,Piriyapatna,5569,545,29,POINT (76.08355138006694 12.46816416587838)
571103,76.44508963,12.33506673,12.5,76.5,12.25,76.5,12.3,76.4,29,577,05570,KARNATAKA,Mysuru,Hunsur,5570,545,29,POINT (76.44508962640664 12.335066730040056)
571104,75.97565798,12.42340062,12.5,76,12.5,76,12.4,76,29,577,05569,KARNATAKA,Mysuru,Piriyapatna,5569,545,29,POINT (75.97565798194138 12.423400619421649)
571105,76.26653294,12.29277014,12.5,76.5,12.25,76.25,12.3,76.3,29,577,05570,KARNATAKA,Mysuru,Hunsur,5570,545,29,POINT (76.26653294388397 12.292770139260059)
571106,76.16714652,12.20008001,12,76,12.25,76.25,12.2,76.2,29,577,05570,KARNATAKA,Mysuru,Hunsur,5570,545,29,POINT (76.16714651536358 12.200080011798105)
571107,76.04596933,12.32314625,12.5,76,12.25,76,12.3,76,29,577,05569,KARNATAKA,Mysuru,Piriyapatna,5569,545,29,POINT (76.04596932692213 12.323146252007868)
571108,76.18300944,12.41170732,12.5,76,12.5,76.25,12.4,76.2,29,577,05569,KARNATAKA,Mysuru,Piriyapatna,5569,545,29,POINT (76.18300944175314 12.41170731531682)
571109,76.66717741,11.93376969,12,76.5,12,76.75,11.9,76.7,29,578,05576,KARNATAKA,Chamarajanagara,Gundlupet,5576,531,29,POINT (76.66717740633837 11.933769691535014)
571110,76.85535022,12.26348582,12.5,77,12.25,76.75,12.3,76.9,29,577,05575,KARNATAKA,Mysuru,Tirumakudal - Narsipur,5575,545,29,POINT (76.85535021685791 12.26348582029083)
571111,76.5941046,11.7735892,12,76.5,11.75,76.5,11.8,76.6,29,578,05576,KARNATAKA,Chamarajanagara,Gundlupet,5576,531,29,POINT (76.59410459813593 11.773589196590525)
571114,76.25116274,12.03610479,12,76.5,12,76.25,12,76.3,29,577,05573,KARNATAKA,Mysuru,Heggadadevankote,5573,545,29,POINT (76.25116273645202 12.036104787245062)
571115,76.95845653,12.01332522,12,77,12,77,12,77,29,578,05577,KARNATAKA,Chamarajanagara,Chamarajanagar,5577,531,29,POINT (76.958456529772 12.013325222156634)
571116,76.27229709,11.89737137,12,76.5,12,76.25,11.9,76.3,29,577,05573,KARNATAKA,Mysuru,Heggadadevankote,5573,545,29,POINT (76.2722970861418 11.897371366349047)
571117,77.06008405,11.95915188,12,77,12,77,12,77.1,29,578,05577,KARNATAKA,Chamarajanagara,Chamarajanagar,5577,531,29,POINT (77.06008404884736 11.959151878724843)
571118,76.65924108,12.04118687,12,76.5,12,76.75,12,76.7,29,577,05574,KARNATAKA,Mysuru,Nanjangud,5574,545,29,POINT (76.65924108089735 12.041186865849172)
571119,76.81748952,12.08852993,12,77,12,76.75,12.1,76.8,29,577,05574,KARNATAKA,Mysuru,Nanjangud,5574,545,29,POINT (76.81748952419338 12.08852992545155)
571120,76.93556125,12.2768566,12.5,77,12.25,77,12.3,76.9,29,577,05575,KARNATAKA,Mysuru,Tirumakudal - Narsipur,5575,545,29,POINT (76.93556124728705 12.276856601878318)
571121,76.40368926,11.89343595,12,76.5,12,76.5,11.9,76.4,29,577,,KARNATAKA,Mysuru,SARAGURU,7098,545,29,POINT (76.40368925693889 11.893435953486607)
571122,77.04359396,12.20400156,12,77,12.25,77,12.2,77,29,577,05575,KARNATAKA,Mysuru,Tirumakudal - Narsipur,5575,545,29,POINT (77.0435939648737 12.20400155910019)
571123,76.79980649,11.79302293,12,77,11.75,76.75,11.8,76.8,29,578,05576,KARNATAKA,Chamarajanagara,Gundlupet,5576,531,29,POINT (76.79980649106125 11.793022929459976)
571124,76.91859526,12.16225486,12,77,12.25,77,12.2,76.9,29,577,05575,KARNATAKA,Mysuru,Tirumakudal - Narsipur,5575,545,29,POINT (76.91859526493886 12.162254861796185)
571125,76.44042488,12.13094759,12,76.5,12.25,76.5,12.1,76.4,29,577,05573,KARNATAKA,Mysuru,Heggadadevankote,5573,545,29,POINT (76.44042487980097 12.130947586272784)
571126,76.67016092,11.66989596,11.5,76.5,11.75,76.75,11.7,76.7,29,578,05576,KARNATAKA,Chamarajanagara,Gundlupet,5576,531,29,POINT (76.67016091847351 11.669895960189695)
571127,76.98291573,11.80660883,12,77,11.75,77,11.8,77,33,610,,TAMIL NADU,Erode,Thalavadi,6539,573,33,POINT (76.9829157336268 11.806608831150534)
571128,76.80781704,11.93272372,12,77,12,76.75,11.9,76.8,29,578,05577,KARNATAKA,Chamarajanagara,Chamarajanagar,5577,531,29,POINT (76.8078170431632 11.932723720027589)
571129,76.77942842,12.16815811,12,77,12.25,76.75,12.2,76.8,29,577,05574,KARNATAKA,Mysuru,Nanjangud,5574,545,29,POINT (76.77942841981213 12.168158106750722)
571130,76.53865109,12.38799529,12.5,76.5,12.5,76.5,12.4,76.5,29,577,05572,KARNATAKA,Mysuru,Mysuru,5572,545,29,POINT (76.53865108603014 12.387995294470455)
571134,76.2676251,12.37162166,12.5,76.5,12.25,76.25,12.4,76.3,29,577,05570,KARNATAKA,Mysuru,Hunsur,5570,545,29,POINT (76.2676251018153 12.37162165552124)
571187,76.03276532,12.52817962,12.5,76,12.5,76,12.5,76,29,577,05569,KARNATAKA,Mysuru,Piriyapatna,5569,545,29,POINT (76.03276532301888 12.52817962252769)
571189,76.36006852,12.21628583,12,76.5,12.25,76.25,12.2,76.4,29,577,05570,KARNATAKA,Mysuru,Hunsur,5570,545,29,POINT (76.36006852324111 12.21628582557858)
571190,75.9492454,12.37959168,12.5,76,12.5,76,12.4,75.9,29,577,05569,KARNATAKA,Mysuru,Piriyapatna,5569,545,29,POINT (75.9492454036134 12.379591681572503)
571201,75.68181628,12.41631436,12.5,75.5,12.5,75.75,12.4,75.7,29,576,05566,KARNATAKA,Kodagu,Madikeri,5566,541,29,POINT (75.68181628486107 12.416314358882962)
571202,75.68437135,12.4936643,12.5,75.5,12.5,75.75,12.5,75.7,29,576,05566,KARNATAKA,Kodagu,Madikeri,5566,541,29,POINT (75.68437135401182 12.493664296049115)
571211,75.8512197,12.24203979,12,76,12.25,75.75,12.2,75.9,29,576,05568,KARNATAKA,Kodagu,Virajpet,5568,541,29,POINT (75.85121970386072 12.242039786442733)
571212,75.64681943,12.20082835,12,75.5,12.25,75.75,12.2,75.6,29,576,05566,KARNATAKA,Kodagu,Madikeri,5566,541,29,POINT (75.64681942968934 12.200828345972244)
571213,75.97896997,12.17416693,12,76,12.25,76,12.2,76,29,576,,KARNATAKA,Kodagu,PONNAMPET,7125,541,29,POINT (75.97896997009929 12.174166933793202)
571214,75.64047777,12.30739547,12.5,75.5,12.25,75.75,12.3,75.6,29,576,05566,KARNATAKA,Kodagu,Madikeri,5566,541,29,POINT (75.64047776674724 12.307395471092125)
571215,75.93859604,12.24335568,12,76,12.25,76,12.2,75.9,29,576,05568,KARNATAKA,Kodagu,Virajpet,5568,541,29,POINT (75.93859603894047 12.24335568212812)
571216,75.97197591,12.11378464,12,76,12,76,12.1,76,29,576,,KARNATAKA,Kodagu,PONNAMPET,7125,541,29,POINT (75.97197590624346 12.113784641935581)
571217,75.97186829,11.99097393,12,76,12,76,12,76,29,576,,KARNATAKA,Kodagu,PONNAMPET,7125,541,29,POINT (75.9718682886002 11.990973930698402)
571218,75.78868645,12.16886211,12,76,12.25,75.75,12.2,75.8,29,576,05568,KARNATAKA,Kodagu,Virajpet,5568,541,29,POINT (75.7886864494334 12.168862111844074)
571219,76.07710317,12.13257458,12,76,12.25,76,12.1,76.1,29,576,,KARNATAKA,Kodagu,PONNAMPET,7125,541,29,POINT (76.0771031680756 12.132574583945978)
571231,75.91123336,12.79451157,13,76,12.75,76,12.8,75.9,29,576,05567,KARNATAKA,Kodagu,Somvarpet,5567,541,29,POINT (75.91123336482656 12.794511570625655)
571232,75.95247279,12.53750469,12.5,76,12.5,76,12.5,76,29,576,05567,KARNATAKA,Kodagu,Somvarpet,5567,541,29,POINT (75.95247279185611 12.537504693778542)
571234,75.90040338,12.43629783,12.5,76,12.5,76,12.4,75.9,29,576,,KARNATAKA,Kodagu,KUSHALANAGAR,7124,541,29,POINT (75.90040338208433 12.436297831666156)
571235,75.91156714,12.70804873,12.5,76,12.75,76,12.7,75.9,29,576,05567,KARNATAKA,Kodagu,Somvarpet,5567,541,29,POINT (75.91156713587671 12.708048732520997)
571236,75.8063825,12.6272416,12.5,76,12.75,75.75,12.6,75.8,29,576,05567,KARNATAKA,Kodagu,Somvarpet,5567,541,29,POINT (75.80638249722863 12.627241600046055)
571237,75.8403606,12.44470853,12.5,76,12.5,75.75,12.4,75.8,29,576,,KARNATAKA,Kodagu,KUSHALANAGAR,7124,541,29,POINT (75.84036059889137 12.444708525665016)
571247,75.49454639,12.36640583,12.5,75.5,12.25,75.5,12.4,75.5,29,576,05566,KARNATAKA,Kodagu,Madikeri,5566,541,29,POINT (75.49454639444959 12.366405830871155)
571248,75.81289645,12.38203355,12.5,76,12.5,75.75,12.4,75.8,29,576,05567,KARNATAKA,Kodagu,Somvarpet,5567,541,29,POINT (75.81289645345204 12.382033551962872)
571249,75.89633009,12.03803099,12,76,12,76,12,75.9,29,576,,KARNATAKA,Kodagu,PONNAMPET,7125,541,29,POINT (75.89633009216094 12.03803099355694)
571250,76.11304663,12.02802033,12,76,12,76,12,76.1,29,576,,KARNATAKA,Kodagu,PONNAMPET,7125,541,29,POINT (76.11304662620348 12.028020327316156)
571251,75.76309502,12.55598946,12.5,76,12.5,75.75,12.6,75.8,29,576,05567,KARNATAKA,Kodagu,Somvarpet,5567,541,29,POINT (75.76309501627922 12.555989463312649)
571252,75.76690074,12.32170733,12.5,76,12.25,75.75,12.3,75.8,29,576,05566,KARNATAKA,Kodagu,Madikeri,5566,541,29,POINT (75.76690074103337 12.321707333826813)
571253,75.88711024,12.30399798,12.5,76,12.25,76,12.3,75.9,29,576,05568,KARNATAKA,Kodagu,Virajpet,5568,541,29,POINT (75.88711023637319 12.303997982425756)
571254,76.00269114,12.21881511,12,76,12.25,76,12.2,76,29,576,,KARNATAKA,Kodagu,PONNAMPET,7125,541,29,POINT (76.00269114218756 12.218815106682706)
571301,76.67871075,12.11725518,12,76.5,12,76.75,12.1,76.7,29,577,05574,KARNATAKA,Mysuru,Nanjangud,5574,545,29,POINT (76.67871075058143 12.1172551821046)
571302,76.67698843,12.15341037,12,76.5,12.25,76.75,12.2,76.7,29,577,05574,KARNATAKA,Mysuru,Nanjangud,5574,545,29,POINT (76.67698843185191 12.153410367561799)
571311,76.66685074,12.20726357,12,76.5,12.25,76.75,12.2,76.7,29,577,05572,KARNATAKA,Mysuru,Mysuru,5572,545,29,POINT (76.66685073811568 12.20726357197534)
571312,76.76444333,12.03702593,12,77,12,76.75,12,76.8,29,577,05574,KARNATAKA,Mysuru,Nanjangud,5574,545,29,POINT (76.7644433330826 12.037025933913702)
571313,76.98401694,11.89298898,12,77,12,77,11.9,77,29,578,05577,KARNATAKA,Chamarajanagara,Chamarajanagar,5577,531,29,POINT (76.98401693735569 11.892988981786074)
571314,76.51251341,12.08050955,12,76.5,12,76.5,12.1,76.5,29,577,05574,KARNATAKA,Mysuru,Nanjangud,5574,545,29,POINT (76.51251341374056 12.08050954862467)
571315,76.54223525,11.98979875,12,76.5,12,76.5,12,76.5,29,577,05574,KARNATAKA,Mysuru,Nanjangud,5574,545,29,POINT (76.54223524738987 11.98979875264384)
571316,76.90692358,12.05482094,12,77,12,77,12.1,76.9,29,578,05577,KARNATAKA,Chamarajanagara,Chamarajanagar,5577,531,29,POINT (76.90692357614881 12.054820939468362)
571320,77.53430576,12.08677206,12,77.5,12,77.5,12.1,77.5,29,578,05579,KARNATAKA,Chamarajanagara,Kollegal,5579,531,29,POINT (77.53430576221852 12.086772057039564)
571342,77.05947853,11.89603349,12,77,12,77,11.9,77.1,29,578,05577,KARNATAKA,Chamarajanagara,Chamarajanagar,5577,531,29,POINT (77.05947853486124 11.89603348533435)
571401,76.88685388,12.51906705,12.5,77,12.5,77,12.5,76.9,29,573,05550,KARNATAKA,Mandya,Mandya,5550,544,29,POINT (76.88685388207034 12.519067049617796)
571402,76.85394635,12.55909496,12.5,77,12.5,76.75,12.6,76.9,29,573,05550,KARNATAKA,Mandya,Mandya,5550,544,29,POINT (76.85394635244289 12.55909495549386)
571403,76.90775762,12.50688073,12.5,77,12.5,77,12.5,76.9,29,573,05550,KARNATAKA,Mandya,Mandya,5550,544,29,POINT (76.90775762268728 12.506880730359525)
571404,76.95751776,12.54934918,12.5,77,12.5,77,12.5,77,29,573,05550,KARNATAKA,Mandya,Mandya,5550,544,29,POINT (76.95751775761742 12.549349181696295)
571405,76.78595081,12.5791495,12.5,77,12.5,76.75,12.6,76.8,29,573,05550,KARNATAKA,Mandya,Mandya,5550,544,29,POINT (76.7859508108761 12.579149497712661)
571415,76.82107691,12.42372516,12.5,77,12.5,76.75,12.4,76.8,29,573,05549,KARNATAKA,Mandya,Shrirangapattana,5549,544,29,POINT (76.82107690925079 12.423725157684586)
571416,76.81975756,12.6814081,12.5,77,12.75,76.75,12.7,76.8,29,573,05550,KARNATAKA,Mandya,Mandya,5550,544,29,POINT (76.81975756323644 12.6814081046828)
571417,77.10437631,12.26224188,12.5,77,12.25,77,12.3,77.1,29,573,05552,KARNATAKA,Mandya,Malavalli,5552,544,29,POINT (77.10437630575807 12.262241881828459)
571418,76.78528413,12.95842032,13,77,13,76.75,13,76.8,29,573,05547,KARNATAKA,Mandya,Nagamangala,5547,544,29,POINT (76.78528413244298 12.958420322616108)
571419,76.99142908,12.66230833,12.5,77,12.75,77,12.7,77,29,573,05551,KARNATAKA,Mandya,Maddur,5551,544,29,POINT (76.99142908315986 12.662308331906155)
571421,77.22803849,12.38854424,12.5,77,12.5,77.25,12.4,77.2,29,573,05552,KARNATAKA,Mandya,Malavalli,5552,544,29,POINT (77.22803849078964 12.388544243572438)
571422,77.0627328,12.50805702,12.5,77,12.5,77,12.5,77.1,29,573,05551,KARNATAKA,Mandya,Maddur,5551,544,29,POINT (77.06273280371697 12.508057021815649)
571423,76.40937741,12.76099191,13,76.5,12.75,76.5,12.8,76.4,29,573,05546,KARNATAKA,Mandya,Krishnarajpet,5546,544,29,POINT (76.4093774071424 12.760991912490447)
571424,76.95424506,12.36884288,12.5,77,12.25,77,12.4,77,29,573,05552,KARNATAKA,Mandya,Malavalli,5552,544,29,POINT (76.95424505795361 12.368842883945725)
571425,76.94585113,12.74765701,12.5,77,12.75,77,12.7,76.9,29,573,05551,KARNATAKA,Mandya,Maddur,5551,544,29,POINT (76.94585112863852 12.747657010243046)
571426,76.50611919,12.64955265,12.5,76.5,12.75,76.5,12.6,76.5,29,573,05546,KARNATAKA,Mandya,Krishnarajpet,5546,544,29,POINT (76.5061191859643 12.649552647348964)
571427,76.64564609,12.44486256,12.5,76.5,12.5,76.75,12.4,76.6,29,573,05548,KARNATAKA,Mandya,Pandavapura,5548,544,29,POINT (76.64564609156302 12.444862561230888)
571428,77.02146687,12.57219974,12.5,77,12.5,77,12.6,77,29,573,05551,KARNATAKA,Mandya,Maddur,5551,544,29,POINT (77.02146687306774 12.572199744750778)
571429,77.04858865,12.61843802,12.5,77,12.5,77,12.6,77,29,573,05551,KARNATAKA,Mandya,Maddur,5551,544,29,POINT (77.04858864949648 12.618438016240887)
571430,77.08085744,12.37207832,12.5,77,12.25,77,12.4,77.1,29,573,05552,KARNATAKA,Mandya,Malavalli,5552,544,29,POINT (77.08085744176977 12.372078323678998)
571431,76.66649699,12.67051472,12.5,76.5,12.75,76.75,12.7,76.7,29,573,05548,KARNATAKA,Mandya,Pandavapura,5548,544,29,POINT (76.66649699466187 12.670514724975256)
571432,76.72940429,12.79362225,13,76.5,12.75,76.75,12.8,76.7,29,573,05547,KARNATAKA,Mandya,Nagamangala,5547,544,29,POINT (76.72940428798024 12.793622254159231)
571433,77.08876753,12.63283026,12.5,77,12.75,77,12.6,77.1,29,573,05551,KARNATAKA,Mandya,Maddur,5551,544,29,POINT (77.08876752518331 12.632830257475664)
571434,76.67937736,12.54235487,12.5,76.5,12.5,76.75,12.5,76.7,29,573,05548,KARNATAKA,Mandya,Pandavapura,5548,544,29,POINT (76.67937736436437 12.542354866255028)
571435,76.68876362,12.47169333,12.5,76.5,12.5,76.75,12.5,76.7,29,573,05549,KARNATAKA,Mandya,Shrirangapattana,5549,544,29,POINT (76.68876362009946 12.471693333998568)
571436,76.56071663,12.77885877,13,76.5,12.75,76.5,12.8,76.6,29,573,05546,KARNATAKA,Mandya,Krishnarajpet,5546,544,29,POINT (76.56071663197238 12.778858769544254)
571438,76.68374511,12.4199486,12.5,76.5,12.5,76.75,12.4,76.7,29,573,05549,KARNATAKA,Mandya,Shrirangapattana,5549,544,29,POINT (76.68374510872121 12.419948599695473)
571439,77.35751354,12.14176342,12,77.5,12.25,77.25,12.1,77.4,29,578,,KARNATAKA,Chamarajanagara,HANUR,7077,531,29,POINT (77.35751354440579 12.141763423210502)
571440,77.21779394,12.13681835,12,77,12.25,77.25,12.1,77.2,29,578,05579,KARNATAKA,Chamarajanagara,Kollegal,5579,531,29,POINT (77.21779393770508 12.136818351281468)
571441,77.09333118,12.01656643,12,77,12,77,12,77.1,29,578,05578,KARNATAKA,Chamarajanagara,Yelandur,5578,531,29,POINT (77.09333118129678 12.016566428721475)
571442,77.05025466,12.12378292,12,77,12,77,12.1,77.1,29,578,05579,KARNATAKA,Chamarajanagara,Kollegal,5579,531,29,POINT (77.05025465773188 12.12378291575114)
571443,77.2271356,12.12158796,12,77,12,77.25,12.1,77.2,29,578,05579,KARNATAKA,Chamarajanagara,Kollegal,5579,531,29,POINT (77.22713559608492 12.121587956084785)
571444,77.39010971,11.88771188,12,77.5,12,77.5,11.9,77.4,29,578,05579,KARNATAKA,Chamarajanagara,Kollegal,5579,531,29,POINT (77.39010970504322 11.887711884897985)
571445,76.85263894,12.82529277,13,77,12.75,76.75,12.8,76.9,29,573,05547,KARNATAKA,Mandya,Nagamangala,5547,544,29,POINT (76.85263893879213 12.825292771714173)
571446,76.91448961,12.6576585,12.5,77,12.75,77,12.7,76.9,29,573,05550,KARNATAKA,Mandya,Mandya,5550,544,29,POINT (76.91448961315714 12.657658502182342)
571448,76.71281763,12.92415331,13,76.5,13,76.75,12.9,76.7,29,573,05547,KARNATAKA,Mandya,Nagamangala,5547,544,29,POINT (76.71281762675544 12.924153314493415)
571450,76.94662339,12.60730762,12.5,77,12.5,77,12.6,76.9,29,573,05550,KARNATAKA,Mandya,Mandya,5550,544,29,POINT (76.94662339276664 12.607307617689125)
571455,76.58227591,12.53958498,12.5,76.5,12.5,76.5,12.5,76.6,29,573,05548,KARNATAKA,Mandya,Pandavapura,5548,544,29,POINT (76.58227590960307 12.539584976324491)
571457,77.26550452,11.87613419,12,77.5,12,77.25,11.9,77.3,29,578,,KARNATAKA,Chamarajanagara,HANUR,7077,531,29,POINT (77.26550451649706 11.87613419220217)
571463,77.00647758,12.28049729,12.5,77,12.25,77,12.3,77,29,573,05552,KARNATAKA,Mandya,Malavalli,5552,544,29,POINT (77.00647757950306 12.2804972909949)
571475,77.13451185,12.41920861,12.5,77,12.5,77.25,12.4,77.1,29,573,05552,KARNATAKA,Mandya,Malavalli,5552,544,29,POINT (77.13451184513593 12.419208614167463)
571476,77.03798503,12.7165396,12.5,77,12.75,77,12.7,77,29,573,05551,KARNATAKA,Mandya,Maddur,5551,544,29,POINT (77.03798503210953 12.716539597692062)
571477,76.71189806,12.39351376,12.5,76.5,12.5,76.75,12.4,76.7,29,573,05549,KARNATAKA,Mandya,Shrirangapattana,5549,544,29,POINT (76.71189805823067 12.393513755332833)
571478,76.89336335,12.46118361,12.5,77,12.5,77,12.5,76.9,29,573,05550,KARNATAKA,Mandya,Mandya,5550,544,29,POINT (76.89336334901992 12.461183607427161)
571490,77.6581738,12.04013417,12,77.5,12,77.75,12,77.7,29,578,05579,KARNATAKA,Chamarajanagara,Kollegal,5579,531,29,POINT (77.65817380301156 12.040134168083087)
571601,76.36788586,12.57314975,12.5,76.5,12.5,76.25,12.6,76.4,29,577,05571,KARNATAKA,Mysuru,Krishnarajanagara,5571,545,29,POINT (76.36788586108051 12.5731497541482)
571602,76.38361092,12.45121835,12.5,76.5,12.5,76.5,12.5,76.4,29,577,05571,KARNATAKA,Mysuru,Krishnarajanagara,5571,545,29,POINT (76.38361091983022 12.451218352376495)
571603,76.33537043,12.5347308,12.5,76.5,12.5,76.25,12.5,76.3,29,577,05571,KARNATAKA,Mysuru,Saligrama,7230,545,29,POINT (76.33537042657643 12.534730801234623)
571604,76.25228222,12.57847717,12.5,76.5,12.5,76.25,12.6,76.3,29,577,05571,KARNATAKA,Mysuru,Saligrama,7230,545,29,POINT (76.25228221978368 12.578477169074025)
571605,76.4137338,12.59154956,12.5,76.5,12.5,76.5,12.6,76.4,29,573,05546,KARNATAKA,Mandya,Krishnarajpet,5546,544,29,POINT (76.4137338042916 12.59154955915054)
571606,76.62099749,12.39778373,12.5,76.5,12.5,76.5,12.4,76.6,29,573,05549,KARNATAKA,Mandya,Shrirangapattana,5549,544,29,POINT (76.62099748753303 12.397783728677586)
571607,76.57005884,12.41252225,12.5,76.5,12.5,76.5,12.4,76.6,29,573,05549,KARNATAKA,Mandya,Shrirangapattana,5549,544,29,POINT (76.57005884318674 12.412522246234936)
571610,76.34543783,12.39178222,12.5,76.5,12.5,76.25,12.4,76.3,29,577,05570,KARNATAKA,Mysuru,Hunsur,5570,545,29,POINT (76.34543782534102 12.3917822249791)
571617,76.23480131,12.49765651,12.5,76,12.5,76.25,12.5,76.2,29,577,05571,KARNATAKA,Mysuru,Saligrama,7230,545,29,POINT (76.23480131378872 12.497656507619533)
571802,76.63873673,12.89575324,13,76.5,13,76.75,12.9,76.6,29,573,05547,KARNATAKA,Mandya,Nagamangala,5547,544,29,POINT (76.6387367297281 12.895753238914944)
571807,76.74537032,12.4516513,12.5,76.5,12.5,76.75,12.5,76.7,29,573,05549,KARNATAKA,Mandya,Shrirangapattana,5549,544,29,POINT (76.74537032027297 12.451651302759355)
571811,76.74342106,13.02041017,13,76.5,13,76.75,13,76.7,29,573,05547,KARNATAKA,Mandya,Nagamangala,5547,544,29,POINT (76.74342106076219 13.02041016925621)
571812,76.5072498,12.50016955,12.5,76.5,12.5,76.5,12.5,76.5,29,573,05546,KARNATAKA,Mandya,Krishnarajpet,5546,544,29,POINT (76.50724979936281 12.500169548199745)
572101,77.09492131,13.34089721,13.5,77,13.25,77,13.3,77.1,29,571,05537,KARNATAKA,Tumakuru,Tumakuru,5537,548,29,POINT (77.09492131405875 13.340897213659037)
572102,77.1132543,13.3235868,13.5,77,13.25,77,13.3,77.1,29,571,05537,KARNATAKA,Tumakuru,Tumakuru,5537,548,29,POINT (77.1132543026615 13.32358680328867)
572103,77.12534257,13.33323968,13.5,77,13.25,77.25,13.3,77.1,29,571,05537,KARNATAKA,Tumakuru,Tumakuru,5537,548,29,POINT (77.1253425697822 13.333239684624331)
572104,77.15644414,13.33048199,13.5,77,13.25,77.25,13.3,77.2,29,571,05537,KARNATAKA,Tumakuru,Tumakuru,5537,548,29,POINT (77.15644413859596 13.330481991307682)
572105,77.07642239,13.3263763,13.5,77,13.25,77,13.3,77.1,29,571,05537,KARNATAKA,Tumakuru,Tumakuru,5537,548,29,POINT (77.0764223894932 13.326376298869162)
572106,77.13685477,13.4151022,13.5,77,13.5,77.25,13.4,77.1,29,571,05537,KARNATAKA,Tumakuru,Tumakuru,5537,548,29,POINT (77.13685476871437 13.415102203674508)
572107,77.01204886,13.38003267,13.5,77,13.5,77,13.4,77,29,571,05537,KARNATAKA,Tumakuru,Tumakuru,5537,548,29,POINT (77.01204885641656 13.38003266843168)
572111,76.93817443,12.87764245,13,77,13,77,12.9,76.9,29,571,05541,KARNATAKA,Tumakuru,Kunigal,5541,548,29,POINT (76.93817443415492 12.87764244849088)
572112,77.0755704,13.6801448,13.5,77,13.75,77,13.7,77.1,29,571,05535,KARNATAKA,Tumakuru,Madhugiri,5535,548,29,POINT (77.07557039519878 13.680144804559925)
572113,76.96345374,13.96334805,14,77,14,77,14,77,29,571,05533,KARNATAKA,Tumakuru,Sira,5533,548,29,POINT (76.96345374466605 13.963348049561912)
572114,76.6379251,13.30962048,13.5,76.5,13.25,76.75,13.3,76.6,29,571,05539,KARNATAKA,Tumakuru,Tiptur,5539,548,29,POINT (76.63792509964748 13.309620483556559)
572115,76.7377758,13.68452223,13.5,76.5,13.75,76.75,13.7,76.7,29,571,05533,KARNATAKA,Tumakuru,Sira,5533,548,29,POINT (76.73777580405728 13.684522231246486)
572116,77.12432558,14.08781941,14,77,14,77,14.1,77.1,29,571,05534,KARNATAKA,Tumakuru,Pavagada,5534,548,29,POINT (77.12432558096974 14.087819410190919)
572117,76.89018908,13.47093824,13.5,77,13.5,77,13.5,76.9,29,571,05538,KARNATAKA,Tumakuru,Gubbi,5538,548,29,POINT (76.89018908466088 13.470938241741118)
572118,77.06572089,13.26815927,13.5,77,13.25,77,13.3,77.1,29,571,05537,KARNATAKA,Tumakuru,Tumakuru,5537,548,29,POINT (77.06572088594329 13.268159270090079)
572119,76.45596533,13.50463774,13.5,76.5,13.5,76.5,13.5,76.5,29,571,05532,KARNATAKA,Tumakuru,Chiknayakanhalli,5532,548,29,POINT (76.45596532641461 13.504637741777461)
572120,77.04181691,13.13513326,13,77,13.25,77,13.1,77,29,571,05537,KARNATAKA,Tumakuru,Tumakuru,5537,548,29,POINT (77.04181690549788 13.135133264749273)
572121,77.3336987,13.54491701,13.5,77.5,13.5,77.25,13.5,77.3,29,571,05536,KARNATAKA,Tumakuru,Koratagere,5536,548,29,POINT (77.33369870481737 13.54491701256481)
572122,77.13076954,13.21890131,13,77,13.25,77.25,13.2,77.1,29,571,05537,KARNATAKA,Tumakuru,Tumakuru,5537,548,29,POINT (77.1307695363192 13.218901312532257)
572123,77.06982679,12.82412271,13,77,12.75,77,12.8,77.1,29,571,05541,KARNATAKA,Tumakuru,Kunigal,5541,548,29,POINT (77.06982679330689 12.824122708438692)
